"","SRR7992453.sorted.bam","SRR7992450.sorted.bam"
"peak_289",174,47
"peak_290",567,412
"peak_291",68,41
"peak_292",162,99
"peak_293",493,247
"peak_294",182,110
"peak_295",3126,1197
"peak_296",159,113
"peak_297",73,23
"peak_298",440,211
"peak_299",80,34
"peak_300",282,164
"peak_301",2032,626
"peak_302",850,327
"peak_303",349,237
"peak_304",268,188
"peak_305",237,168
"peak_306",238,172
"peak_307",154,74
"peak_308",177,127
"peak_309",69,33
"peak_310",3375,2150
"peak_311",1610,1125
"peak_312",506,212
"peak_313",41,12
"peak_314",2014,1023
"peak_315",372,230
"peak_316",581,335
"peak_317",57,32
"peak_318",437,235
"peak_319",248,175
"peak_320",266,198
"peak_321",2895,2051
"peak_322",171,85
"peak_323",159,117
"peak_324",1472,1002
"peak_325",36,9
"peak_326",70,13
"peak_327",75,44
"peak_328",74,22
"peak_329",779,320
"peak_330",216,111
"peak_331",111,65
"peak_332",192,102
"peak_333",1753,684
"peak_334",45,20
"peak_335",9148,3347
"peak_336",667,391
"peak_337",309,153
"peak_338",468,334
"peak_339",1035,689
"peak_340",126,92
"peak_341",402,218
"peak_342",155,71
"peak_343",148,107
"peak_344",437,310
"peak_345",198,138
"peak_346",308,228
"peak_347",1350,491
"peak_348",142,96
"peak_349",111,78
"peak_350",1382,431
"peak_351",31,3
"peak_352",415,168
"peak_353",116,71
"peak_354",87,39
"peak_355",399,157
"peak_356",219,160
"peak_357",319,152
"peak_358",964,530
"peak_359",42,11
"peak_360",81,44
"peak_361",71,34
"peak_362",44,18
"peak_363",88,53
"peak_364",233,177
"peak_365",145,77
"peak_366",65,29
"peak_367",163,87
"peak_368",418,208
"peak_369",128,83
"peak_370",1354,880
"peak_371",3074,1245
"peak_372",859,596
"peak_373",600,295
"peak_374",650,489
"peak_375",1129,805
"peak_376",513,376
"peak_377",50,21
"peak_378",160,65
"peak_379",109,73
"peak_380",519,291
"peak_381",133,80
"peak_382",350,101
"peak_383",200,84
"peak_384",624,296
"peak_385",1724,967
"peak_386",47546,18014
"peak_387",4892,3448
"peak_388",848,606
"peak_389",131,65
"peak_390",866,299
"peak_391",261,70
"peak_392",367,185
"peak_393",1190,515
"peak_394",1255,474
"peak_395",360,251
"peak_396",637,319
"peak_397",177,122
"peak_398",189,130
"peak_399",210,156
"peak_400",185,117
"peak_401",64,31
"peak_402",63,30
"peak_403",39,15
"peak_404",41,15
"peak_405",89,27
"peak_406",44,11
"peak_407",48,16
"peak_408",70,19
"peak_409",238,150
"peak_410",193,138
"peak_411",42,16
"peak_412",238,140
"peak_413",94,65
"peak_414",1019,581
"peak_415",8501,2237
"peak_416",138,94
"peak_417",48,22
"peak_418",1425,828
"peak_419",24914,10157
"peak_420",2827,2042
"peak_421",260,74
"peak_422",118,81
"peak_423",95,41
"peak_424",481,335
"peak_425",476,303
"peak_426",8624,4133
"peak_427",100,64
"peak_428",91,58
"peak_429",5406,2098
"peak_430",221,118
"peak_431",151,97
"peak_432",4725,1704
"peak_433",106,77
"peak_434",1303,592
"peak_435",220,152
"peak_436",336,176
"peak_437",361,218
"peak_438",71,25
"peak_439",80,43
"peak_440",464,158
"peak_441",70,42
"peak_442",67,34
"peak_443",75,51
"peak_444",236,116
"peak_445",3767,2635
"peak_446",3896,2497
"peak_447",412,258
"peak_448",110,76
"peak_449",899,275
"peak_450",66,13
"peak_451",103,75
"peak_452",43,14
"peak_453",59,24
"peak_454",1046,323
"peak_455",105,71
"peak_456",41,17
"peak_457",238,142
"peak_458",117,31
"peak_459",904,340
"peak_460",98,51
"peak_461",257,94
"peak_462",581,142
"peak_463",296,81
"peak_464",592,240
"peak_465",502,183
"peak_466",174,116
"peak_467",306,147
"peak_468",287,125
"peak_469",166,84
"peak_470",289,159
"peak_471",130,94
"peak_472",94,28
"peak_473",94,58
"peak_474",124,65
"peak_475",137,72
"peak_476",188,83
"peak_477",232,82
"peak_478",84,29
"peak_479",394,165
"peak_480",97,71
"peak_481",397,167
"peak_482",41,16
"peak_483",69,31
"peak_484",225,113
"peak_485",60,32
"peak_486",107,72
"peak_487",79,54
"peak_488",131,82
"peak_489",932,507
"peak_490",772,288
"peak_491",550,398
"peak_492",113,24
"peak_493",1661,1020
"peak_494",1010,480
"peak_495",129,89
"peak_496",106,53
"peak_497",66,35
"peak_498",62,37
"peak_499",304,210
"peak_500",182,95
"peak_501",335,230
"peak_502",333,114
"peak_503",220,98
"peak_504",416,282
"peak_505",105,49
"peak_506",2872,1179
"peak_507",1396,891
"peak_508",3388,1594
"peak_509",114,71
"peak_510",94,64
"peak_511",290,149
"peak_512",43,10
"peak_513",151,89
"peak_514",175,85
"peak_515",505,151
"peak_516",114,77
"peak_517",125,70
"peak_518",207,106
"peak_519",244,101
"peak_520",1470,930
"peak_521",170,112
"peak_522",221,87
"peak_523",138,63
"peak_524",71,43
"peak_525",980,709
"peak_526",1317,979
"peak_527",1485,1033
"peak_528",224,93
"peak_529",78,52
"peak_530",14202,7322
"peak_531",6154,4174
"peak_532",970,692
"peak_533",399,162
"peak_534",122,88
"peak_535",52,25
"peak_536",152,71
"peak_537",327,122
"peak_538",53,19
"peak_539",847,577
"peak_540",1157,564
"peak_541",443,112
"peak_542",161,54
"peak_543",87,22
"peak_544",187,116
"peak_545",780,365
"peak_546",79,49
"peak_547",106,70
"peak_548",54,22
"peak_549",297,94
"peak_550",85,13
"peak_551",79,20
"peak_552",72,30
"peak_553",62,20
"peak_554",142,53
"peak_555",115,48
"peak_556",257,125
"peak_557",366,201
"peak_558",57,22
"peak_559",198,144
"peak_560",756,266
"peak_561",570,226
"peak_562",2009,715
"peak_563",135,77
"peak_564",215,110
"peak_565",211,128
"peak_566",59,29
"peak_567",53,25
"peak_568",232,123
"peak_569",139,88
"peak_570",279,162
"peak_571",101,56
"peak_572",255,63
"peak_573",118,87
"peak_574",186,94
"peak_575",124,75
"peak_576",747,167
"peak_577",52,19
"peak_578",114,72
"peak_579",165,93
"peak_580",3192,2164
"peak_581",256,137
"peak_582",149,104
"peak_583",2670,1525
"peak_584",252,180
"peak_585",292,154
"peak_586",628,201
"peak_587",190,102
"peak_588",425,302
"peak_589",77,31
"peak_590",62,18
"peak_591",123,14
"peak_592",109,38
"peak_593",1203,451
"peak_594",152,115
"peak_595",244,189
"peak_596",866,403
"peak_597",87,42
"peak_598",252,54
"peak_599",329,162
"peak_600",2461,844
"peak_601",482,243
"peak_602",38,10
"peak_603",106,58
"peak_604",438,187
"peak_605",504,200
"peak_606",418,171
"peak_607",88147,21828
"peak_608",7171,4907
"peak_609",809,269
"peak_610",210,156
"peak_611",165,109
"peak_612",460,205
"peak_613",457,144
"peak_614",230,53
"peak_615",1072,433
"peak_616",747,297
"peak_617",181,97
"peak_618",555,287
"peak_619",92,23
"peak_620",729,420
"peak_621",53,17
"peak_622",96,69
"peak_623",858,511
"peak_624",324,227
"peak_625",6807,1901
"peak_626",641,282
"peak_627",266,126
"peak_628",160,107
"peak_629",3288,1834
"peak_630",134,33
"peak_631",496,290
"peak_632",42,17
"peak_633",152,71
"peak_634",344,113
"peak_635",115,70
"peak_636",532,275
"peak_637",496,155
"peak_638",4481,2652
"peak_639",944,680
"peak_640",49,15
"peak_641",47,16
"peak_642",83,32
"peak_643",1268,922
"peak_644",5207,2511
"peak_645",64,34
"peak_646",1223,484
"peak_647",369,203
"peak_648",41,9
"peak_649",36,8
"peak_650",207,108
"peak_651",36,12
"peak_652",151,97
"peak_653",311,117
"peak_654",55,23
"peak_655",75,33
"peak_656",157,65
"peak_657",912,242
"peak_658",259,112
"peak_659",116,72
"peak_660",66,37
"peak_661",503,130
"peak_662",214,150
"peak_663",649,317
"peak_664",317,220
"peak_665",694,338
"peak_666",1231,545
"peak_667",613,202
"peak_668",400,175
"peak_669",347,126
"peak_670",449,233
"peak_671",75,30
"peak_672",559,375
"peak_673",1496,949
"peak_674",751,382
"peak_675",83,48
"peak_676",218,116
"peak_677",196,62
"peak_678",74,44
"peak_679",661,279
"peak_680",560,365
"peak_681",2511,852
"peak_682",74,19
"peak_683",341,234
"peak_684",3971,2736
"peak_685",1934,1097
"peak_686",153,39
"peak_687",114,75
"peak_688",129,33
"peak_689",6666,3207
"peak_690",707,436
"peak_691",224,72
"peak_692",40,13
"peak_693",305,168
"peak_694",113,81
"peak_695",190,124
"peak_696",3042,1134
"peak_697",491,125
"peak_698",700,358
"peak_699",922,514
"peak_700",259,163
"peak_701",1245,973
"peak_702",130,84
"peak_703",425,255
"peak_704",336,243
"peak_705",124,68
"peak_706",32,4
"peak_707",84,47
"peak_708",98,56
"peak_709",905,508
"peak_710",179,121
"peak_711",240,141
"peak_712",349,144
"peak_713",791,300
"peak_714",46,14
"peak_715",181,53
"peak_716",345,139
"peak_717",293,125
"peak_718",318,165
"peak_719",311,158
"peak_720",748,276
"peak_721",185,90
"peak_722",47,21
"peak_723",795,292
"peak_724",67,21
"peak_725",698,288
"peak_726",679,264
"peak_727",325,222
"peak_728",647,365
"peak_729",2013,844
"peak_730",264,177
"peak_731",35,10
"peak_732",37,10
"peak_733",114,49
"peak_734",111,37
"peak_735",148,62
"peak_736",296,114
"peak_737",220,74
"peak_738",108,42
"peak_739",160,78
"peak_740",335,161
"peak_741",489,205
"peak_742",308,130
"peak_743",1222,449
"peak_744",136,93
"peak_745",95,68
"peak_746",70,38
"peak_747",104,47
"peak_748",212,98
"peak_749",533,144
"peak_750",88,39
"peak_751",177,118
"peak_752",584,232
"peak_753",3590,1942
"peak_754",106,47
"peak_755",111,80
"peak_756",688,266
"peak_757",708,370
"peak_758",79,49
"peak_759",321,115
"peak_760",208,162
"peak_761",515,264
"peak_762",96,70
"peak_763",76,48
"peak_764",595,242
"peak_765",94,64
"peak_766",537,338
"peak_767",1400,567
"peak_768",303,152
"peak_769",56,21
"peak_770",35,9
"peak_771",66,24
"peak_772",44,16
"peak_773",152,109
"peak_774",467,297
"peak_775",52,14
"peak_776",201,33
"peak_777",2050,928
"peak_778",569,235
"peak_779",319,180
"peak_780",164,97
"peak_781",48,23
"peak_782",118,59
"peak_783",56,28
"peak_784",476,224
"peak_785",324,128
"peak_786",255,89
"peak_787",1261,817
"peak_788",184,105
"peak_789",238,157
"peak_790",89,42
"peak_791",235,115
"peak_792",229,147
"peak_793",229,145
"peak_794",578,422
"peak_795",7623,3738
"peak_796",101,73
"peak_797",87,54
"peak_798",104,76
"peak_799",95,57
"peak_800",41,16
"peak_801",117,70
"peak_802",97,64
"peak_803",93,67
"peak_804",99,67
"peak_805",123,85
"peak_806",65,23
"peak_807",99,72
"peak_808",3299,1048
"peak_809",1147,625
"peak_810",508,360
"peak_811",180,116
"peak_812",106,49
"peak_813",39,10
"peak_814",124,53
"peak_815",70,31
"peak_816",58,29
"peak_817",99,64
"peak_818",135,71
"peak_819",117,89
"peak_820",706,468
"peak_821",645,321
"peak_822",473,317
"peak_823",64,27
"peak_824",217,154
"peak_825",166,76
"peak_826",81,20
"peak_827",100,41
"peak_828",108,31
"peak_829",130,35
"peak_830",92,52
"peak_831",368,243
"peak_832",110,41
"peak_833",616,344
"peak_834",81,31
"peak_835",139,94
"peak_836",436,221
"peak_837",1175,446
"peak_838",7172,4301
"peak_839",640,432
"peak_840",90,48
"peak_841",1452,686
"peak_842",408,262
"peak_843",571,267
"peak_844",195,133
"peak_845",168,89
"peak_846",203,116
"peak_847",4903,1933
"peak_848",51,21
"peak_849",40703,11122
"peak_850",113,33
"peak_851",44,15
"peak_852",92,31
"peak_853",48,12
"peak_854",164,105
"peak_855",65,15
"peak_856",90,38
"peak_857",57,23
"peak_858",77,48
"peak_859",58,32
"peak_860",101,70
"peak_861",2094,1004
"peak_862",457,330
"peak_863",51,4
"peak_864",630,428
"peak_865",553,218
"peak_866",93,69
"peak_867",1835,859
"peak_868",1094,617
"peak_869",587,425
"peak_870",181,127
"peak_871",1394,452
"peak_872",123,73
"peak_873",78,45
"peak_874",72,30
"peak_875",104,32
"peak_876",8659,3929
"peak_877",336,244
"peak_878",119,77
"peak_879",927,560
"peak_880",478,344
"peak_881",157,106
"peak_882",63,26
"peak_883",70,27
"peak_884",524,153
"peak_885",34,10
"peak_886",35,12
"peak_887",118,81
"peak_888",39,11
"peak_889",144,88
"peak_890",462,274
"peak_891",231,123
"peak_892",284,161
"peak_893",195,131
"peak_894",1267,475
"peak_895",64,17
"peak_896",406,212
"peak_897",154,35
"peak_898",305,167
"peak_899",931,449
"peak_900",2789,944
"peak_901",1335,957
"peak_902",2300,1656
"peak_903",748,377
"peak_904",199,143
"peak_905",2467,783
"peak_906",659,244
"peak_907",383,167
"peak_908",247,173
"peak_909",332,204
"peak_910",365,123
"peak_911",275,95
"peak_912",156,64
"peak_913",220,79
"peak_914",31,8
"peak_915",22645,11170
"peak_916",1080,393
"peak_917",363,178
"peak_918",573,285
"peak_919",122,72
"peak_920",286,134
"peak_921",33,6
"peak_922",272,114
"peak_923",85,36
"peak_924",163,75
"peak_925",61,15
"peak_926",33,4
"peak_927",196,140
"peak_928",232,145
"peak_929",68,29
"peak_930",96,70
"peak_931",129,83
"peak_932",92,24
"peak_933",1549,497
"peak_934",1927,1318
"peak_935",1949,1435
"peak_936",433,281
"peak_937",63,22
"peak_938",68,34
"peak_939",131,88
"peak_940",32,9
"peak_941",139,36
"peak_942",34,8
"peak_943",85,42
"peak_944",127,52
"peak_945",153,56
"peak_946",59,28
"peak_947",146,73
"peak_948",110,71
"peak_949",117,79
"peak_950",334,142
"peak_951",130,60
"peak_952",1749,1272
"peak_953",961,563
"peak_954",1525,1017
"peak_955",233,174
"peak_956",625,380
"peak_957",142,84
"peak_958",129,88
"peak_959",524,335
"peak_960",13215,5309
"peak_961",82,48
"peak_962",142,40
"peak_963",250,93
"peak_964",189,89
"peak_965",571,205
"peak_966",275,108
"peak_967",150,83
"peak_968",374,171
"peak_969",73,36
"peak_970",97,39
"peak_971",755,485
"peak_972",1234,481
"peak_973",313,136
"peak_974",118,67
"peak_975",164,105
"peak_976",1306,496
"peak_977",96,73
"peak_978",255,115
"peak_979",366,250
"peak_980",128,51
"peak_981",40,12
"peak_982",71,8
"peak_983",356,132
"peak_984",80,29
"peak_985",122,26
"peak_986",212,79
"peak_987",181,127
"peak_988",66,35
"peak_989",385,270
"peak_990",386,249
"peak_991",235,91
"peak_992",2359,1141
"peak_993",5947,2694
"peak_994",3172,1874
"peak_995",665,420
"peak_996",65,22
"peak_997",43,13
"peak_998",82,19
"peak_999",40,15
"peak_1000",216,124
"peak_1001",273,174
"peak_1002",1023,537
"peak_1003",77,45
"peak_1004",325,219
"peak_1005",93,38
"peak_1006",317,84
"peak_1007",216,65
"peak_1008",275,142
"peak_1009",1069,523
"peak_1010",591,299
"peak_1011",920,328
"peak_1012",155,88
"peak_1013",148,64
"peak_1014",385,188
"peak_1015",425,83
"peak_1016",118,46
"peak_1017",56,14
"peak_1018",183,110
"peak_1019",93,54
"peak_1020",166,95
"peak_1021",20305,7332
"peak_1022",1464,350
"peak_1023",142,94
"peak_1024",82,47
"peak_1025",705,519
"peak_1026",286,120
"peak_1027",304,103
"peak_1028",231,169
"peak_1029",269,187
"peak_1030",535,225
"peak_1031",638,310
"peak_1032",65,38
"peak_1033",63,37
"peak_1034",441,153
"peak_1035",48,16
"peak_1036",36,12
"peak_1037",287,75
"peak_1038",54,13
"peak_1039",430,193
"peak_1040",382,271
"peak_1041",2003,1384
"peak_1042",69,39
"peak_1043",140,94
"peak_1044",99,69
"peak_1045",91,23
"peak_1046",301,140
"peak_1047",273,181
"peak_1048",127,55
"peak_1049",96,29
"peak_1050",916,622
"peak_1051",1614,985
"peak_1052",1140,426
"peak_1053",57,20
"peak_1054",72,24
"peak_1055",110,29
"peak_1056",104,29
"peak_1057",94,28
"peak_1058",236,51
"peak_1059",102,37
"peak_1060",52,20
"peak_1061",61,30
"peak_1062",61,20
"peak_1063",62,10
"peak_1064",134,20
"peak_1065",141,79
"peak_1066",157,107
"peak_1067",576,286
"peak_1068",266,201
"peak_1069",158,111
"peak_1070",283,169
"peak_1071",1324,600
"peak_1072",589,319
"peak_1073",5695,2217
"peak_1074",246,166
"peak_1075",540,373
"peak_1076",163,49
"peak_1077",655,474
"peak_1078",186,103
"peak_1079",7317,3289
"peak_1080",899,539
"peak_1081",382,134
"peak_1082",659,360
"peak_1083",133,86
"peak_1084",42,7
"peak_1085",123,90
"peak_1086",108,77
"peak_1087",89,45
"peak_1088",71,30
"peak_1089",186,111
"peak_1090",44,20
"peak_1091",153,103
"peak_1092",59,34
"peak_1093",38,10
"peak_1094",224,35
"peak_1095",75,44
"peak_1096",274,219
"peak_1097",483,166
"peak_1098",803,237
"peak_1099",57,20
"peak_1100",316,124
"peak_1101",434,162
"peak_1102",159,64
"peak_1103",138,99
"peak_1104",101,55
"peak_1105",798,462
"peak_1106",337,216
"peak_1107",102,75
"peak_1108",130,70
"peak_1109",1732,718
"peak_1110",354,152
"peak_1111",358,241
"peak_1112",137,45
"peak_1113",53,25
"peak_1114",342,196
"peak_1115",5854,3214
"peak_1116",680,292
"peak_1117",254,129
"peak_1118",360,150
"peak_1119",633,231
"peak_1120",475,339
"peak_1121",227,164
"peak_1122",287,203
"peak_1123",1427,837
"peak_1124",330,196
"peak_1125",616,271
"peak_1126",57,26
"peak_1127",71,41
"peak_1128",82,51
"peak_1129",59,29
"peak_1130",93,56
"peak_1131",97,41
"peak_1132",193,73
"peak_1133",296,149
"peak_1134",699,339
"peak_1135",748,233
"peak_1136",61,22
"peak_1137",95,47
"peak_1138",56,22
"peak_1139",170,110
"peak_1140",116,79
"peak_1141",178,70
"peak_1142",208,110
"peak_1143",80,48
"peak_1144",246,93
"peak_1145",292,90
"peak_1146",43,6
"peak_1147",136,94
"peak_1148",134,74
"peak_1149",344,212
"peak_1150",1253,738
"peak_1151",2810,835
"peak_1152",129,52
"peak_1153",54,27
"peak_1154",2032,657
"peak_1155",267,180
"peak_1156",881,614
"peak_1157",94,62
"peak_1158",158,107
"peak_1159",78,35
"peak_1160",38,14
"peak_1161",59,29
"peak_1162",119,68
"peak_1163",48,21
"peak_1164",59,30
"peak_1165",251,80
"peak_1166",48,19
"peak_1167",206,133
"peak_1168",144,107
"peak_1169",72,47
"peak_1170",86,61
"peak_1171",297,174
"peak_1172",173,114
"peak_1173",173,103
"peak_1174",649,248
"peak_1175",456,239
"peak_1176",267,177
"peak_1177",103,68
"peak_1178",174,129
"peak_1179",130,93
"peak_1180",333,195
"peak_1181",61,31
"peak_1182",85,34
"peak_1183",48,16
"peak_1184",805,328
"peak_1185",500,349
"peak_1186",355,262
"peak_1187",1950,724
"peak_1188",2435,888
"peak_1189",153,104
"peak_1190",316,221
"peak_1191",222,142
"peak_1192",549,341
"peak_1193",133,70
"peak_1194",590,252
"peak_1195",557,142
"peak_1196",390,233
"peak_1197",147,99
"peak_1198",154,91
"peak_1199",70,35
"peak_1200",570,193
"peak_1201",90,53
"peak_1202",117,50
"peak_1203",419,211
"peak_1204",316,202
"peak_1205",2304,700
"peak_1206",7024,1879
"peak_1207",2375,1200
"peak_1208",63,32
"peak_1209",2415,972
"peak_1210",76,45
"peak_1211",198,80
"peak_1212",92,47
"peak_1213",930,484
"peak_1214",44,15
"peak_1215",155,97
"peak_1216",170,63
"peak_1217",224,138
"peak_1218",659,229
"peak_1219",1364,731
"peak_1220",555,270
"peak_1221",197,140
"peak_1222",21192,8006
"peak_1223",1281,733
"peak_1224",75,39
"peak_1225",372,234
"peak_1226",252,128
"peak_1227",71,45
"peak_1228",190,69
"peak_1229",108,58
"peak_1230",169,72
"peak_1231",679,476
"peak_1232",104,72
"peak_1233",265,180
"peak_1234",422,148
"peak_1235",52,25
"peak_1236",815,262
"peak_1237",55,20
"peak_1238",102,50
"peak_1239",800,432
"peak_1240",844,600
"peak_1241",607,434
"peak_1242",293,166
"peak_1243",311,153
"peak_1244",69,34
"peak_1245",631,189
"peak_1246",76,37
"peak_1247",14861,6586
"peak_1248",64,15
"peak_1249",1025,614
"peak_1250",607,397
"peak_1251",233,165
"peak_1252",6073,3092
"peak_1253",205,139
"peak_1254",578,383
"peak_1255",69,19
"peak_1256",416,227
"peak_1257",433,287
"peak_1258",111,81
"peak_1259",9416,5387
"peak_1260",3176,2366
"peak_1261",160,106
"peak_1262",321,193
"peak_1263",943,476
"peak_1264",592,313
"peak_1265",652,249
"peak_1266",175,102
"peak_1267",172,108
"peak_1268",546,321
"peak_1269",246,173
"peak_1270",290,212
"peak_1271",524,199
"peak_1272",365,221
"peak_1273",1059,343
"peak_1274",178,114
"peak_1275",79,27
"peak_1276",54,23
"peak_1277",31,8
"peak_1278",59,22
"peak_1279",221,141
"peak_1280",161,116
"peak_1281",982,401
"peak_1282",1398,637
"peak_1283",267,154
"peak_1284",122,57
"peak_1285",57,12
"peak_1286",62,14
"peak_1287",1531,783
"peak_1288",260,188
"peak_1289",312,229
"peak_1290",38,11
"peak_1291",153,33
"peak_1292",272,196
"peak_1293",177,84
"peak_1294",643,267
"peak_1295",182,123
"peak_1296",178,128
"peak_1297",155,130
"peak_1298",511,221
"peak_1299",359,194
"peak_1300",184,85
"peak_1301",147,51
"peak_1302",644,332
"peak_1303",80,28
"peak_1304",41,15
"peak_1305",99,66
"peak_1306",50,20
"peak_1307",1012,481
"peak_1308",189,142
"peak_1309",1933,586
"peak_1310",259,185
"peak_1311",1067,687
"peak_1312",914,453
"peak_1313",577,366
"peak_1314",325,189
"peak_1315",705,225
"peak_1316",118,85
"peak_1317",310,247
"peak_1318",812,490
"peak_1319",670,492
"peak_1320",399,167
"peak_1321",1144,360
"peak_1322",406,128
"peak_1323",518,164
"peak_1324",432,274
"peak_1325",129,84
"peak_1326",1180,568
"peak_1327",403,289
"peak_1328",2286,698
"peak_1329",46,16
"peak_1330",218,51
"peak_1331",55,29
"peak_1332",306,211
"peak_1333",348,266
