Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,baseMeanCtrl,baseMeansiRNA,symbol,entrez,log10.pvalue,Significant.Gene,Differential_Gene
ENSG00000000971,36.56547299,1.633586738,0.839655135,0.001701436,0.02628814,47.9171394,25.21380658,CFH,3075,1.580240135,Yes,Up-Regulated
ENSG00000004468,70.50342531,2.366511566,0.611169848,4.75E-06,0.00020432,101.3636416,39.64320901,CD38,952,3.689689079,Yes,Up-Regulated
ENSG00000004776,68.5107776,1.351298049,0.646101692,0.00119757,0.020215277,61.76587477,75.25568042,HSPB6,126393,1.694320303,Yes,Up-Regulated
ENSG00000006118,1053.649198,1.313865613,0.197131877,1.81E-12,2.90E-10,1242.319662,864.978734,TMEM132A,54972,9.536959051,Yes,Up-Regulated
ENSG00000006128,65.59639344,-1.936948249,0.551283097,1.92E-05,0.000694363,71.02384531,60.16894156,TAC1,6863,3.158413543,Yes,Down-Regulated
ENSG00000006534,168.1828909,1.089146183,0.375484593,0.000217637,0.005587982,164.8662658,171.4995161,ALDH3B1,221,2.252744982,Yes,Up-Regulated
ENSG00000010030,56.14251811,2.401712435,0.643672425,7.96E-06,0.000325382,73.90946396,38.37557227,ETV7,51513,3.487606199,Yes,Up-Regulated
ENSG00000011405,1358.076937,-1.089368986,0.216491016,3.20E-08,2.44E-06,1491.666053,1224.48782,PIK3C2A,5286,5.613235056,Yes,Down-Regulated
ENSG00000011422,252.537199,1.509678205,0.370501543,1.90E-06,9.41E-05,253.5723057,251.5020924,PLAUR,5329,4.026270151,Yes,Up-Regulated
ENSG00000011465,757.3496751,1.16525764,0.212097156,2.90E-09,2.84E-07,1123.022346,391.6770048,DCN,1634,6.54680725,Yes,Up-Regulated
ENSG00000013364,716.3042147,2.107655528,0.302971841,6.84E-14,1.43E-11,745.46558,687.1428494,MVP,9961,10.84437213,Yes,Up-Regulated
ENSG00000014914,50.38865986,1.472353632,0.7110348,0.001381789,0.022504209,64.96947786,35.80784186,MTMR11,10903,1.647736251,Yes,Up-Regulated
ENSG00000020181,1244.163843,1.36452322,0.214001458,1.00E-11,1.42E-09,1406.168435,1082.159251,ADGRA2,25960,8.846422219,Yes,Up-Regulated
ENSG00000024048,25.28707089,6.877340895,2.651334586,1.92E-05,0.000694363,7.257422458,43.31671932,UBR2,23304,3.158413543,Yes,Up-Regulated
ENSG00000026508,1148.369932,1.30401855,0.208276878,2.38E-11,3.04E-09,1163.188945,1133.55092,CD44,960,8.517816458,Yes,Up-Regulated
ENSG00000026950,260.7121457,1.932802672,0.328201818,1.69E-10,1.93E-08,355.118711,166.3055804,BTN3A1,11119,7.713522125,Yes,Up-Regulated
ENSG00000028277,339.7778885,1.452492617,0.314560645,1.84E-07,1.21E-05,404.3964834,275.1592937,POU2F2,5452,4.91611482,Yes,Up-Regulated
ENSG00000041880,32.31572823,4.023964677,1.432229813,0.000293103,0.007067099,20.5056433,44.12581316,PARP3,10039,2.150758805,Yes,Up-Regulated
ENSG00000041982,846.7509814,1.862780104,0.301417738,1.54E-11,2.11E-09,1234.380065,459.1218979,TNC,3371,8.674737172,Yes,Up-Regulated
ENSG00000042062,188.2704084,2.146137832,0.387038328,1.11E-09,1.17E-07,256.9435969,119.5972199,RIPOR3,140876,6.93187366,Yes,Up-Regulated
ENSG00000043143,1618.810304,1.288662229,0.187229684,3.81E-13,6.91E-11,1316.37286,1921.247749,JADE2,23338,10.16051024,Yes,Up-Regulated
ENSG00000047365,66.85181479,-1.20443296,0.678534631,0.002344934,0.033506387,63.25008686,70.45354271,ARAP2,116984,1.474872395,Yes,Down-Regulated
ENSG00000049540,503.7034952,1.493676128,0.311808113,6.99E-08,5.05E-06,617.9897822,389.4172082,ELN,2006,5.296925069,Yes,Up-Regulated
ENSG00000051382,745.6014674,-1.000426564,0.243006282,2.65E-06,0.000123516,889.7347823,601.4681525,PIK3CB,5291,3.908277661,Yes,Down-Regulated
ENSG00000053747,49.07956663,-1.84871689,1.104157643,0.001224114,0.020504318,45.42203875,52.73709451,LAMA3,3909,1.68815467,Yes,Down-Regulated
ENSG00000055609,456.3662069,-1.585216542,0.243735519,4.41E-12,6.48E-10,527.9255677,384.8068462,KMT2C,58508,9.1883782,Yes,Down-Regulated
ENSG00000058668,392.0363492,1.029252128,0.270650749,1.03E-05,0.000407714,379.6936998,404.3789986,ATP2B4,493,3.389644472,Yes,Up-Regulated
ENSG00000063169,567.2902708,1.154716407,0.278440577,2.19E-06,0.00010526,501.417464,633.1630776,BICRA,29998,3.977736023,Yes,Up-Regulated
ENSG00000065268,59.86433238,3.323419114,0.795913678,1.11E-06,5.89E-05,59.67945141,60.04921334,WDR18,57418,4.229754735,Yes,Up-Regulated
ENSG00000065911,2854.231098,-1.115892591,0.189196027,2.64E-10,2.96E-08,2923.231931,2785.230264,MTHFD2,10797,7.52866137,Yes,Down-Regulated
ENSG00000068079,262.7181368,2.390717522,0.365037059,1.81E-12,2.90E-10,337.6268929,187.8093808,IFI35,3430,9.536959051,Yes,Up-Regulated
ENSG00000070669,2200.466087,-1.477540116,0.196967645,3.72E-15,9.36E-13,2681.941474,1718.990701,ASNS,440,12.0285786,Yes,Down-Regulated
ENSG00000071073,107.2933259,-1.749263469,0.446497883,4.13E-06,0.000180334,103.502554,111.0840978,MGAT4A,11320,3.743922044,Yes,Down-Regulated
ENSG00000072840,482.7271899,1.369752958,0.260507687,8.26E-09,7.50E-07,560.7799761,404.6744036,EVC,2121,6.124734612,Yes,Up-Regulated
ENSG00000073350,166.377063,-1.301381213,0.384866067,3.72E-05,0.001230318,168.0795953,164.6745307,LLGL2,3993,2.909982726,Yes,Down-Regulated
ENSG00000073756,766.4152771,2.402520129,0.223028808,2.31E-28,4.75E-25,1136.022824,396.80773,PTGS2,5743,24.32354072,Yes,Up-Regulated
ENSG00000073910,174.0304817,-2.498739494,0.534571154,7.49E-08,5.31E-06,282.7274174,65.33354587,FRY,10129,5.27475169,Yes,Down-Regulated
ENSG00000074410,96.28139749,2.083382782,0.533006051,3.62E-06,0.00016254,141.370693,51.19210202,CA12,771,3.789040493,Yes,Up-Regulated
ENSG00000075223,141.5376207,1.266136984,0.395779491,7.55E-05,0.002354338,167.4655578,115.6096836,SEMA3C,10512,2.628131123,Yes,Up-Regulated
ENSG00000076554,166.8909756,-1.187604137,0.394904203,0.000135326,0.0037882,170.5829564,163.1989948,TPD52,7163,2.421567047,Yes,Down-Regulated
ENSG00000079308,613.8373868,1.449299188,0.242869512,1.42E-10,1.66E-08,647.8640925,579.8106812,TNS1,7145,7.780897318,Yes,Up-Regulated
ENSG00000081041,242.2691111,2.862736471,0.369996069,3.10E-16,9.51E-14,294.0390008,190.4992214,CXCL2,2920,13.02176114,Yes,Up-Regulated
ENSG00000082482,44.78428275,2.000138621,0.773727145,0.000347421,0.008054245,63.52459952,26.04396597,KCNK2,3776,2.093975175,Yes,Up-Regulated
ENSG00000084636,434.5617177,1.067006812,0.272222815,6.16E-06,0.000257803,424.2864697,444.8369656,COL16A1,1307,3.58871253,Yes,Up-Regulated
ENSG00000085117,318.9084669,1.371381226,0.324590251,1.13E-06,5.96E-05,336.9269906,300.8899432,CD82,3732,4.225117426,Yes,Up-Regulated
ENSG00000085662,3914.691461,1.695974572,0.227100536,2.38E-15,6.24E-13,4734.140212,3095.242709,AKR1B1,231,12.2045642,Yes,Up-Regulated
ENSG00000087245,7005.033848,1.892596123,0.246469346,3.33E-16,9.78E-14,9087.447538,4922.620157,MMP2,4313,13.00947865,Yes,Up-Regulated
ENSG00000087303,456.3728732,1.056641673,0.254284913,2.29E-06,0.000108583,598.3758784,314.3698681,NID2,22795,3.964236259,Yes,Up-Regulated
ENSG00000089127,226.0992716,2.159801732,0.387282383,1.38E-09,1.42E-07,356.5112816,95.68726155,OAS1,4938,6.848224641,Yes,Up-Regulated
ENSG00000093134,22.57126925,2.719649993,1.525394374,0.001119884,0.019148161,35.99921907,9.143319442,VNN3,55350,1.717872925,Yes,Up-Regulated
ENSG00000099250,714.5837999,1.036212595,0.244868869,1.61E-06,8.11E-05,874.2935887,554.874011,NRP1,8829,4.090986078,Yes,Up-Regulated
ENSG00000099998,50.15381036,1.780522385,0.742543518,0.000612983,0.012205275,79.18157579,21.12604492,GGT5,2687,1.913452426,Yes,Up-Regulated
ENSG00000100342,21.53691545,2.323698922,1.659690814,0.002654308,0.0365708,24.54273431,18.53109658,APOL1,8542,1.43686554,Yes,Up-Regulated
ENSG00000100739,92.15768782,1.98829744,0.558288448,1.20E-05,0.000463561,93.13642276,91.17895287,BDKRB1,623,3.333892687,Yes,Up-Regulated
ENSG00000100968,303.490968,1.328281035,0.306795319,8.40E-07,4.57E-05,290.6799301,316.3020058,NFATC4,4776,4.340407817,Yes,Up-Regulated
ENSG00000101000,160.3200657,1.072126663,0.37194683,0.000239441,0.006020169,160.9720715,159.6680598,PROCR,10544,2.220391313,Yes,Up-Regulated
ENSG00000101825,154.8426321,1.893748297,0.407782381,1.62E-07,1.10E-05,264.2236653,45.46159896,MXRA5,25878,4.958521384,Yes,Up-Regulated
ENSG00000101966,87.6608963,-2.294412652,0.550591729,1.27E-06,6.59E-05,93.16086048,82.16093211,XIAP,331,4.180833693,Yes,Down-Regulated
ENSG00000102265,12985.36557,1.054802652,0.180946239,3.12E-10,3.44E-08,13847.53175,12123.19939,TIMP1,7076,7.463087875,Yes,Up-Regulated
ENSG00000102359,120.7913815,1.887975596,0.500395164,5.49E-06,0.000233735,127.9925512,113.5902119,SRPX2,27286,3.63127604,Yes,Up-Regulated
ENSG00000102802,203.4446474,1.928397537,0.349817168,2.05E-09,2.04E-07,281.535601,125.3536939,MEDAG,84935,6.689537856,Yes,Up-Regulated
ENSG00000103485,221.8147551,1.727302688,0.378224358,1.89E-07,1.24E-05,308.9906779,134.6388323,QPRT,23475,4.906602498,Yes,Up-Regulated
ENSG00000103888,575.3431588,2.497039198,0.243846648,5.71E-26,6.41E-23,914.1779638,236.5083538,CEMIP,57214,22.19331371,Yes,Up-Regulated
ENSG00000104368,347.8441015,1.019997044,0.275837657,1.56E-05,0.00057131,382.5011297,313.1870733,PLAT,5327,3.243127903,Yes,Up-Regulated
ENSG00000104415,43.82340644,1.587672131,0.933234587,0.002613435,0.0360882,79.12734773,8.519465155,CCN4,8840,1.442634782,Yes,Up-Regulated
ENSG00000104856,357.8843849,1.378870856,0.307470585,3.59E-07,2.16E-05,338.3683381,377.4004317,RELB,5971,4.665600241,Yes,Up-Regulated
ENSG00000104951,184.4540427,2.525040314,0.408808102,2.18E-11,2.83E-09,242.933582,125.9745033,IL4I1,259307,8.547956616,Yes,Up-Regulated
ENSG00000105246,62.23056018,1.869864612,0.890180234,0.000519232,0.01068021,58.95038176,65.51073861,EBI3,10148,1.971420192,Yes,Up-Regulated
ENSG00000105559,387.631626,1.78282625,0.273001434,3.23E-12,4.87E-10,405.7961561,369.4670959,PLEKHA4,57664,9.312796964,Yes,Up-Regulated
ENSG00000105825,1475.838136,2.57596375,0.192161006,3.58E-42,2.21E-38,2208.928932,742.7473402,TFPI2,7980,37.65592919,Yes,Up-Regulated
ENSG00000105894,160.5236153,1.839770681,0.428118662,6.41E-07,3.56E-05,198.3237494,122.7234811,PTN,5764,4.448123183,Yes,Up-Regulated
ENSG00000105974,1200.576435,1.276681457,0.216201703,2.09E-10,2.36E-08,1416.686245,984.4666255,CAV1,857,7.626461361,Yes,Up-Regulated
ENSG00000106366,834.3207738,1.198635811,0.233361529,1.72E-08,1.42E-06,691.094471,977.5470765,SERPINE1,5054,5.848409882,Yes,Up-Regulated
ENSG00000106538,222.834882,1.145015718,0.333868267,3.92E-05,0.001286867,318.2753762,127.3943878,RARRES2,5919,2.890466452,Yes,Up-Regulated
ENSG00000106785,173.3815897,1.948872288,0.36412345,4.52E-09,4.29E-07,209.1038032,137.6593763,TRIM14,9830,6.367425391,Yes,Up-Regulated
ENSG00000107099,53.91625694,-1.116316413,1.236200821,0.00399386,0.048588003,80.30897299,27.52354089,DOCK8,81704,1.313470949,Yes,Down-Regulated
ENSG00000107984,129.8934951,1.462701312,0.427409522,3.00E-05,0.001027908,140.0875412,119.699449,DKK1,22943,2.988045595,Yes,Up-Regulated
ENSG00000108342,119.2219413,3.190001549,0.524852338,6.44E-11,7.80E-09,123.0283876,115.415495,CSF3,1440,8.108036167,Yes,Up-Regulated
ENSG00000108679,522.8807526,1.952683894,0.316874988,1.78E-11,2.38E-09,609.6739929,436.0875123,LGALS3BP,3959,8.622620907,Yes,Up-Regulated
ENSG00000108688,57.0034967,3.524231844,0.685563504,1.86E-08,1.50E-06,88.87278985,25.13420356,CCL7,6354,5.823621118,Yes,Up-Regulated
ENSG00000108691,1074.267977,2.750668418,0.271261506,4.74E-26,5.85E-23,1554.327299,594.2086541,CCL2,6347,22.23279671,Yes,Up-Regulated
ENSG00000108700,132.1439977,3.713604911,0.572217088,1.49E-12,2.45E-10,214.8600354,49.42796012,CCL8,6355,9.611397054,Yes,Up-Regulated
ENSG00000108771,113.155843,1.666691391,0.459003967,1.39E-05,0.000521425,156.9642392,69.34744689,DHX58,79132,3.282808246,Yes,Up-Regulated
ENSG00000108950,180.2667861,2.684339851,0.360145712,5.14E-15,1.24E-12,239.4869305,121.0466417,FAM20A,54757,11.90507245,Yes,Up-Regulated
ENSG00000109846,168.4378496,1.277360616,0.407965801,8.49E-05,0.002601074,213.3803924,123.4953068,CRYAB,1410,2.584847265,Yes,Up-Regulated
ENSG00000110446,266.2061584,2.467186267,0.325991619,1.59E-15,4.35E-13,273.0900812,259.3222355,SLC15A3,51296,12.36157055,Yes,Up-Regulated
ENSG00000110492,158.3506126,1.570182598,0.411858094,6.54E-06,0.000270839,191.5190287,125.1821965,MDK,4192,3.567289384,Yes,Up-Regulated
ENSG00000110723,80.05729069,-1.090934544,0.550640162,0.002128958,0.031066184,112.2755894,47.83899197,EXPH5,23086,1.50771209,Yes,Down-Regulated
ENSG00000111331,1384.630355,1.962876878,0.20709732,1.36E-22,8.86E-20,1811.672283,957.5884272,OAS3,4940,19.05238775,Yes,Up-Regulated
ENSG00000111452,223.5408883,1.465441969,0.328934728,4.92E-07,2.86E-05,285.941416,161.1403605,ADGRD1,283383,4.542890992,Yes,Up-Regulated
ENSG00000111801,179.8359102,2.165695575,0.391712717,1.31E-09,1.36E-07,238.6354663,121.0363541,BTN3A3,10384,6.867156843,Yes,Up-Regulated
ENSG00000111877,104.5220312,1.039504444,0.480712565,0.001561715,0.0246855,83.11820528,125.9258572,MCM9,254394,1.60755808,Yes,Up-Regulated
ENSG00000111981,566.8020661,-1.931350222,0.24783348,3.16E-16,9.51E-14,582.825881,550.7782513,ULBP1,80329,13.02176114,Yes,Down-Regulated
ENSG00000112096,4909.418588,2.056406578,0.20718733,9.32E-25,8.22E-22,5250.535679,4568.301497,SOD2,6648,21.08536264,Yes,Up-Regulated
ENSG00000112473,440.1414784,-1.307844836,0.346305604,6.35E-06,0.000264792,453.6685631,426.6143936,SLC39A7,7922,3.577095339,Yes,Down-Regulated
ENSG00000112769,239.3617148,1.547458526,0.33161712,1.56E-07,1.07E-05,307.3658891,171.3575404,LAMA4,3910,4.972339639,Yes,Up-Regulated
ENSG00000112902,324.4010676,1.273993861,0.310274731,2.20E-06,0.00010526,436.9546587,211.8474765,SEMA5A,9037,3.977736023,Yes,Up-Regulated
ENSG00000113494,40.92200808,2.050352216,0.81810253,0.000519379,0.01068021,66.11846496,15.72555121,PRLR,5618,1.971420192,Yes,Up-Regulated
ENSG00000113721,1631.394073,1.962382802,0.222102953,3.37E-20,1.43E-17,1593.012761,1669.775384,PDGFRB,5159,16.84607942,Yes,Up-Regulated
ENSG00000114251,372.5489296,1.870907569,0.308957117,5.37E-11,6.69E-09,423.1535843,321.9442749,WNT5A,7474,8.174539983,Yes,Up-Regulated
ENSG00000114270,198.2843813,2.257331855,0.351537222,7.20E-12,1.05E-09,262.3317335,134.2370291,COL7A1,1294,8.980838466,Yes,Up-Regulated
ENSG00000115267,243.7340749,2.26185101,0.335415693,8.01E-13,1.37E-10,327.7666705,159.7014793,IFIH1,64135,9.862042249,Yes,Up-Regulated
ENSG00000115461,198.0434343,1.762789038,0.399333454,4.97E-07,2.88E-05,336.2247418,59.86212675,IGFBP5,3488,4.54083068,Yes,Up-Regulated
ENSG00000115594,1371.22902,1.410931121,0.200378757,1.29E-13,2.48E-11,1842.700164,899.7578759,IL1R1,3554,10.60552505,Yes,Up-Regulated
ENSG00000115896,75.99409629,-1.480983088,0.566286396,0.000367702,0.008390534,116.1495035,35.83868912,PLCL1,5334,2.076210414,Yes,Down-Regulated
ENSG00000115963,466.1971053,2.04212708,0.267371305,1.32E-15,3.72E-13,611.0240087,321.370202,RND3,390,12.42999168,Yes,Up-Regulated
ENSG00000116132,1122.491205,1.289770801,0.196956163,4.13E-12,6.14E-10,1363.135168,881.8472417,PRRX1,5396,9.211663206,Yes,Up-Regulated
ENSG00000116761,262.1270399,-1.280030156,0.30730371,1.91E-06,9.41E-05,406.998294,117.2557858,CTH,1491,4.026270151,Yes,Down-Regulated
ENSG00000116774,146.6530777,2.221600143,0.469467372,7.63E-08,5.38E-06,188.93298,104.3731755,OLFML3,56944,5.269303153,Yes,Up-Regulated
ENSG00000116962,1146.831583,1.465583926,0.192202188,1.67E-15,4.47E-13,1389.960802,903.7023653,NID1,4811,12.34981278,Yes,Up-Regulated
ENSG00000117122,534.2570804,1.157723465,0.231497294,4.00E-08,3.01E-06,539.6113458,528.902815,MFAP2,4237,5.5208468,Yes,Up-Regulated
ENSG00000117226,91.65095668,1.868118169,0.483658077,5.55E-06,0.000235456,125.7325906,57.56932277,GBP3,2635,3.628089999,Yes,Up-Regulated
ENSG00000117228,418.8078332,2.504041906,0.311384203,3.12E-17,1.01E-14,570.2850504,267.330616,GBP1,2633,13.99451694,Yes,Up-Regulated
ENSG00000118503,657.5962451,1.809951034,0.231343594,2.67E-16,8.45E-14,868.8436363,446.3488538,TNFAIP3,7128,13.07322961,Yes,Up-Regulated
ENSG00000119392,37.8557547,7.755831572,2.594830605,4.68E-07,2.74E-05,35.72595264,39.98555676,GLE1,2733,4.562273228,Yes,Up-Regulated
ENSG00000119547,317.4360317,-1.263398506,0.3073637,2.06E-06,0.000100026,264.1095274,370.7625361,ONECUT2,9480,3.999885919,Yes,Down-Regulated
ENSG00000119917,1777.946307,2.313459233,0.251700044,9.40E-22,5.52E-19,2407.856383,1148.036231,IFIT3,3437,18.25777792,Yes,Up-Regulated
ENSG00000119922,1161.768152,1.720608281,0.681289148,0.000357841,0.0082417,1633.575443,689.9608609,IFIT2,3433,2.083983222,Yes,Up-Regulated
ENSG00000120549,88.65214649,1.352341418,0.647440306,0.001112515,0.01911156,122.4973614,54.80693157,KIAA1217,56243,1.718703854,Yes,Up-Regulated
ENSG00000120738,1248.766933,2.191932972,0.188844003,2.13E-32,6.58E-29,1336.192226,1161.34164,EGR1,1958,28.18153188,Yes,Up-Regulated
ENSG00000121207,42.88591884,-1.733154452,0.765992908,0.000754825,0.014161571,42.86540891,42.90642877,LRAT,9227,1.848888552,Yes,Down-Regulated
ENSG00000121769,272.503699,1.26305428,0.315725252,3.69E-06,0.000164285,357.8155444,187.1918537,FABP3,2170,3.784401197,Yes,Up-Regulated
ENSG00000121858,90.41414468,1.817721552,0.500265311,1.42E-05,0.000525631,142.7936611,38.03462826,TNFSF10,8743,3.27931943,Yes,Up-Regulated
ENSG00000122176,272.6720014,1.014686571,0.323131702,0.000114432,0.003308357,428.927386,116.4166169,FMOD,2331,2.480387634,Yes,Up-Regulated
ENSG00000122861,721.0763432,1.81009941,0.291946486,1.87E-11,2.48E-09,821.5665865,620.5860998,PLAU,5328,8.604940275,Yes,Up-Regulated
ENSG00000123610,154.1589353,2.763270552,0.419177787,2.54E-12,3.97E-10,217.155848,91.16202254,TNFAIP6,7130,9.401351961,Yes,Up-Regulated
ENSG00000123689,70.69658957,2.733949471,0.608954439,3.27E-07,1.99E-05,88.50989551,52.88328363,G0S2,50486,4.700415936,Yes,Up-Regulated
ENSG00000123992,479.9238317,1.051037334,0.249059411,1.80E-06,9.03E-05,523.9871117,435.8605516,DNPEP,23549,4.044454252,Yes,Up-Regulated
ENSG00000124102,1216.242144,1.884376387,0.204127237,1.43E-21,8.00E-19,1685.46972,747.0145675,PI3,5266,18.09691798,Yes,Up-Regulated
ENSG00000124875,89.66506743,2.793626196,0.50029221,1.16E-09,1.22E-07,66.8958468,112.4342881,CXCL6,6372,6.914757046,Yes,Up-Regulated
ENSG00000125148,1533.023917,2.692574138,0.622766582,3.34E-07,2.02E-05,1343.710189,1722.337644,MT2A,4502,4.694356163,Yes,Up-Regulated
ENSG00000125538,42.94363745,1.573769318,0.950066848,0.002441065,0.034558423,53.74759471,32.13968018,IL1B,3553,1.461446082,Yes,Up-Regulated
ENSG00000125730,441.2532146,2.375088096,0.330948983,1.54E-14,3.46E-12,642.6439241,239.862505,C3,718,11.46042141,Yes,Up-Regulated
ENSG00000125968,349.5196188,1.052902509,0.303674087,3.35E-05,0.001131599,462.6897112,236.3495263,ID1,3397,2.946307554,Yes,Up-Regulated
ENSG00000126709,3760.957738,2.060391562,0.543578524,4.04E-06,0.000176914,5178.480061,2343.435416,IFI6,2537,3.75223774,Yes,Up-Regulated
ENSG00000128284,108.3547884,2.521851185,0.497102514,1.43E-08,1.23E-06,142.4091012,74.30047565,APOL3,80833,5.910045823,Yes,Up-Regulated
ENSG00000128335,340.3080269,1.924509265,0.318430424,6.68E-11,8.01E-09,393.5127716,287.1032821,APOL2,23780,8.096622491,Yes,Up-Regulated
ENSG00000128342,623.7485872,1.753923666,0.259049225,5.52E-13,9.74E-11,548.5039368,698.9932376,LIF,3976,10.0113062,Yes,Up-Regulated
ENSG00000129226,849.5334122,2.232991448,0.273650075,8.23E-18,2.82E-15,1237.756212,461.3106124,CD68,968,14.54953117,Yes,Up-Regulated
ENSG00000129595,43.19686993,-2.097040227,1.338812534,0.000859422,0.015741191,79.4835025,6.910237363,EPB41L4A,64097,1.802962424,Yes,Down-Regulated
ENSG00000130303,333.6885034,2.681100145,0.367006307,4.80E-15,1.19E-12,385.1703272,282.2066796,BST2,684,11.92585946,Yes,Up-Regulated
ENSG00000130513,714.7352921,2.093473429,0.29620309,3.45E-14,7.35E-12,781.2327883,648.2377958,GDF15,9518,11.1335333,Yes,Up-Regulated
ENSG00000130589,763.5099674,1.814894452,0.241639155,2.45E-15,6.31E-13,924.4640249,602.55591,HELZ2,85441,12.19996066,Yes,Up-Regulated
ENSG00000130775,126.8724261,1.588704953,0.442103727,1.46E-05,0.000539824,172.3304849,81.41436732,THEMIS2,9473,3.267747914,Yes,Up-Regulated
ENSG00000130813,389.3049307,1.09430272,0.272212254,3.94E-06,0.000172923,435.7375314,342.8723301,SHFL,55337,3.762146926,Yes,Up-Regulated
ENSG00000131386,41.6057373,1.960279239,0.829341861,0.000653744,0.012783582,71.1939414,12.01753319,GALNT15,117248,1.89334745,Yes,Up-Regulated
ENSG00000131634,55.80852294,2.025195281,0.65499878,7.98E-05,0.002480969,61.56617853,50.05086736,TMEM204,79652,2.605378614,Yes,Up-Regulated
ENSG00000132109,278.0095858,1.236957375,0.291822818,1.44E-06,7.42E-05,299.1252475,256.8939241,TRIM21,6737,4.129812346,Yes,Up-Regulated
ENSG00000132256,231.0475939,1.025498992,0.321178854,9.77E-05,0.002906485,288.8408234,173.2543645,TRIM5,85363,2.536631969,Yes,Up-Regulated
ENSG00000132274,251.4881768,2.181228735,0.313124115,1.65E-13,3.13E-11,357.1922449,145.7841087,TRIM22,10346,10.50407451,Yes,Up-Regulated
ENSG00000132530,185.228079,1.934937399,0.362035403,4.86E-09,4.55E-07,256.8554211,113.6007369,XAF1,54739,6.341642597,Yes,Up-Regulated
ENSG00000133048,98.4022185,2.756009156,0.562575657,2.91E-08,2.24E-06,142.1414849,54.66295211,CHI3L1,1116,5.649246129,Yes,Up-Regulated
ENSG00000133106,55.07000475,1.283966842,0.745339113,0.002718732,0.037168041,60.87485326,49.26515624,EPSTI1,94240,1.42983033,Yes,Up-Regulated
ENSG00000133321,43.50144172,1.557221615,0.857648212,0.00194361,0.029132423,62.38905809,24.61382535,PLAAT4,5920,1.535623386,Yes,Up-Regulated
ENSG00000134321,1956.803481,2.220709605,0.248580696,9.77E-21,4.83E-18,3102.959731,810.6472304,RSAD2,91543,17.31641409,Yes,Up-Regulated
ENSG00000134363,281.4981531,1.110611056,0.39898402,0.000228079,0.005817417,385.5560681,177.440238,FST,10468,2.235269831,Yes,Up-Regulated
ENSG00000134452,213.1124427,1.527578477,0.377857123,2.52E-06,0.000119135,195.0350244,231.189861,FBH1,84893,3.923959805,Yes,Up-Regulated
ENSG00000134470,205.0045779,1.39143915,0.337552206,2.11E-06,0.000101929,240.0253791,169.9837768,IL15RA,3601,3.991701604,Yes,Up-Regulated
ENSG00000134668,76.73524514,1.369940855,0.548830032,0.000548368,0.011043389,87.28946093,66.18102935,SPOCD1,90853,1.956897647,Yes,Up-Regulated
ENSG00000134802,226.0176717,1.579922704,0.362912693,6.03E-07,3.40E-05,248.2773192,203.7580241,SLC43A3,29015,4.468705753,Yes,Up-Regulated
ENSG00000134853,695.5322832,1.191421096,0.286871269,1.59E-06,8.08E-05,896.2035884,494.860978,PDGFRA,5156,4.092431078,Yes,Up-Regulated
ENSG00000135069,1731.093432,-1.403310527,0.206747786,6.12E-13,1.06E-10,2249.934118,1212.252745,PSAT1,29968,9.973206852,Yes,Down-Regulated
ENSG00000135114,382.5154724,2.111225231,0.395462537,1.81E-09,1.83E-07,613.1322349,151.8987099,OASL,8638,6.737163563,Yes,Up-Regulated
ENSG00000135318,749.4987747,1.439620179,0.216971299,2.01E-12,3.18E-10,806.332868,692.6646814,NT5E,4907,9.49745346,Yes,Up-Regulated
ENSG00000135472,154.9707829,1.678008127,0.425314413,3.29E-06,0.000149457,189.1413855,120.8001802,FAIM2,23017,3.825484151,Yes,Up-Regulated
ENSG00000135919,525.5658997,1.288157034,0.296421639,7.27E-07,3.99E-05,679.6660444,371.465755,SERPINE2,5270,4.39886193,Yes,Up-Regulated
ENSG00000136010,529.1404938,-1.659788527,0.229632786,2.81E-14,6.08E-12,703.8332711,354.4477165,ALDH1L2,160428,11.21585752,Yes,Down-Regulated
ENSG00000136040,192.6629283,1.465044281,0.346113985,1.27E-06,6.59E-05,213.7779474,171.5479092,PLXNC1,10154,4.180906584,Yes,Up-Regulated
ENSG00000136235,514.2563699,1.447169041,0.297277176,4.99E-08,3.71E-06,596.9420886,431.5706512,GPNMB,10457,5.430948336,Yes,Up-Regulated
ENSG00000136244,936.5251233,3.156361117,0.24372243,6.11E-40,2.51E-36,1404.667952,468.3822944,IL6,3569,35.59983472,Yes,Up-Regulated
ENSG00000136295,3219.198734,1.06332935,0.206280682,1.63E-08,1.37E-06,3389.922184,3048.475284,TTYH3,80727,5.864679525,Yes,Up-Regulated
ENSG00000136514,56.73702457,1.755490481,0.651202199,0.00026796,0.006629202,82.33872358,31.13532555,RTP4,64108,2.178538749,Yes,Up-Regulated
ENSG00000136689,41.23188392,2.707447416,0.877463606,6.82E-05,0.002137436,56.0370604,26.42670745,IL1RN,3557,2.670106924,Yes,Up-Regulated
ENSG00000136695,26.74742343,2.272315037,1.163000694,0.001837111,0.027998931,46.71959544,6.775251421,IL36RN,26525,1.552858551,Yes,Up-Regulated
ENSG00000136859,740.5158319,1.059834039,0.214682832,6.07E-08,4.44E-06,788.9654969,692.0661668,ANGPTL2,23452,5.353085474,Yes,Up-Regulated
ENSG00000137142,423.5871801,-1.273040527,0.245861965,1.43E-08,1.23E-06,340.0671547,507.1072056,IGFBPL1,347252,5.910045823,Yes,Down-Regulated
