"","SRR7992454.sorted.bam","SRR7992461.sorted.bam"
"peak_234",260,46
"peak_235",406,120
"peak_236",308,71
"peak_237",1114,122
"peak_238",2226,595
"peak_239",715,167
"peak_240",188,58
"peak_241",85,19
"peak_242",2927,978
"peak_243",3700,1371
"peak_244",1744,396
"peak_245",800,158
"peak_246",130,48
"peak_247",617,211
"peak_248",367,68
"peak_249",343,104
"peak_250",576,229
"peak_251",522,174
"peak_252",1427,430
"peak_253",616,204
"peak_254",1195,166
"peak_255",223,62
"peak_256",127,26
"peak_257",330,123
"peak_258",1932,552
"peak_259",105,29
"peak_260",1838,680
"peak_261",777,232
"peak_262",244,86
"peak_263",1027,397
"peak_264",132,36
"peak_265",140,39
"peak_266",769,127
"peak_267",162,37
"peak_268",281,83
"peak_269",369,149
"peak_270",2235,579
"peak_271",341,125
"peak_272",143,54
"peak_273",152,55
"peak_274",4230,813
"peak_275",348,119
"peak_276",81,20
"peak_277",154,26
"peak_278",537,134
"peak_279",105,29
"peak_280",454,145
"peak_281",189,65
"peak_282",3087,519
"peak_283",1181,232
"peak_284",76,19
"peak_285",189,51
"peak_286",179,69
"peak_287",73,15
"peak_288",118,35
"peak_289",3741,1283
"peak_290",2845,948
"peak_291",601,139
"peak_292",2806,752
"peak_293",422,149
"peak_294",791,284
"peak_295",1334,396
"peak_296",263,100
"peak_297",144,59
"peak_298",98,20
"peak_299",79,19
"peak_300",109,29
"peak_301",130,16
"peak_302",168,24
"peak_303",198,52
"peak_304",98,17
"peak_305",159,47
"peak_306",1906,371
"peak_307",547,156
"peak_308",142,30
"peak_309",295,110
"peak_310",237,88
"peak_311",4942,1060
"peak_312",130,40
"peak_313",6803,1362
"peak_314",423,137
"peak_315",194,73
"peak_316",524,149
"peak_317",295,112
"peak_318",2961,1139
"peak_319",2499,927
"peak_320",864,277
"peak_321",80,13
"peak_322",1030,302
"peak_323",200,61
"peak_324",214,83
"peak_325",990,342
"peak_326",1149,411
"peak_327",115,41
"peak_328",2214,369
"peak_329",147,51
"peak_330",382,134
"peak_331",2788,478
"peak_332",134,18
"peak_333",79,14
"peak_334",845,206
"peak_335",146,51
"peak_336",228,80
"peak_337",588,160
"peak_338",263,101
"peak_339",764,223
"peak_340",182,68
"peak_341",1989,573
"peak_342",102,33
"peak_343",193,76
"peak_344",376,107
"peak_345",509,173
"peak_346",1806,509
"peak_347",4210,879
"peak_348",1072,383
"peak_349",623,182
"peak_350",734,294
"peak_351",595,225
"peak_352",1131,439
"peak_353",721,269
"peak_354",150,32
"peak_355",234,50
"peak_356",100,26
"peak_357",297,103
"peak_358",1691,549
"peak_359",557,174
"peak_360",847,131
"peak_361",449,105
"peak_362",987,235
"peak_363",1377,465
"peak_364",63582,12705
"peak_365",4777,1832
"peak_366",252,58
"peak_367",1503,231
"peak_368",1205,156
"peak_369",686,245
"peak_370",162,44
"peak_371",109,35
"peak_372",907,174
"peak_373",898,184
"peak_374",228,81
"peak_375",344,107
"peak_376",239,83
"peak_377",686,272
"peak_378",139,52
"peak_379",171,65
"peak_380",118,31
"peak_381",104,28
"peak_382",210,29
"peak_383",112,14
"peak_384",192,41
"peak_385",409,76
"peak_386",187,50
"peak_387",163,26
"peak_388",267,83
"peak_389",142,34
"peak_390",1194,399
"peak_391",8963,1332
"peak_392",414,150
"peak_393",64,11
"peak_394",1891,616
"peak_395",41585,8988
"peak_396",4759,1989
"peak_397",978,111
"peak_398",106,24
"peak_399",93,23
"peak_400",104,31
"peak_401",161,40
"peak_402",1980,555
"peak_403",4101,726
"peak_404",496,156
"peak_405",4775,953
"peak_406",1883,558
"peak_407",598,211
"peak_408",647,248
"peak_409",125,36
"peak_410",673,144
"peak_411",138,48
"peak_412",178,71
"peak_413",422,137
"peak_414",119,33
"peak_415",173,44
"peak_416",3814,1350
"peak_417",64,8
"peak_418",4664,1680
"peak_419",297,100
"peak_420",1985,559
"peak_421",859,292
"peak_422",3932,651
"peak_423",99,16
"peak_424",229,39
"peak_425",80,14
"peak_426",322,100
"peak_427",94,20
"peak_428",1256,252
"peak_429",117,20
"peak_430",408,54
"peak_431",662,100
"peak_432",608,137
"peak_433",426,77
"peak_434",122,22
"peak_435",178,58
"peak_436",375,81
"peak_437",539,176
"peak_438",321,112
"peak_439",786,187
"peak_440",271,105
"peak_441",163,28
"peak_442",340,95
"peak_443",259,91
"peak_444",140,29
"peak_445",194,37
"peak_446",145,37
"peak_447",226,29
"peak_448",820,178
"peak_449",734,173
"peak_450",215,41
"peak_451",287,108
"peak_452",140,34
"peak_453",227,46
"peak_454",144,45
"peak_455",211,73
"peak_456",135,53
"peak_457",3516,848
"peak_458",448,59
"peak_459",4524,1268
"peak_460",1956,458
"peak_461",166,59
"peak_462",165,54
"peak_463",353,120
"peak_464",174,60
"peak_465",1105,359
"peak_466",866,175
"peak_467",387,113
"peak_468",1289,440
"peak_469",292,72
"peak_470",149,57
"peak_471",3585,722
"peak_472",5921,1396
"peak_473",195,54
"peak_474",190,59
"peak_475",220,69
"peak_476",608,158
"peak_477",205,58
"peak_478",102,31
"peak_479",318,78
"peak_480",719,109
"peak_481",185,64
"peak_482",202,71
"peak_483",267,73
"peak_484",310,73
"peak_485",1746,551
"peak_486",146,50
"peak_487",74,11
"peak_488",298,88
"peak_489",207,75
"peak_490",167,64
"peak_491",1650,642
"peak_492",5073,1869
"peak_493",576,145
"peak_494",98,32
"peak_495",18360,5428
"peak_496",8182,3143
"peak_497",703,149
"peak_498",152,56
"peak_499",1010,245
"peak_500",92,20
"peak_501",1086,381
"peak_502",2018,448
"peak_503",1092,184
"peak_504",451,73
"peak_505",385,136
"peak_506",1915,488
"peak_507",237,94
"peak_508",293,101
"peak_509",173,63
"peak_510",665,109
"peak_511",149,19
"peak_512",141,20
"peak_513",170,34
"peak_514",103,17
"peak_515",585,114
"peak_516",339,85
"peak_517",645,147
"peak_518",74,16
"peak_519",1254,307
"peak_520",1519,291
"peak_521",4783,879
"peak_522",245,97
"peak_523",297,120
"peak_524",200,44
"peak_525",897,252
"peak_526",728,238
"peak_527",323,116
"peak_528",431,155
"peak_529",726,257
"peak_530",460,177
"peak_531",1144,368
"peak_532",439,151
"peak_533",1113,221
"peak_534",479,109
"peak_535",262,89
"peak_536",1239,162
"peak_537",285,100
"peak_538",52,5
"peak_539",120,38
"peak_540",446,134
"peak_541",1197,446
"peak_542",3210,913
"peak_543",514,194
"peak_544",218,84
"peak_545",1625,324
"peak_546",969,361
"peak_547",183,35
"peak_548",301,56
"peak_549",117,21
"peak_550",1647,320
"peak_551",281,109
"peak_552",387,134
"peak_553",739,187
"peak_554",100,31
"peak_555",1032,190
"peak_556",573,166
"peak_557",5343,1060
"peak_558",1320,338
"peak_559",639,146
"peak_560",1396,300
"peak_561",192226,22378
"peak_562",15902,6125
"peak_563",672,118
"peak_564",837,300
"peak_565",358,135
"peak_566",95,10
"peak_567",614,65
"peak_568",1004,252
"peak_569",812,163
"peak_570",134,47
"peak_571",673,234
"peak_572",129,32
"peak_573",908,308
"peak_574",97,17
"peak_575",417,121
"peak_576",3139,484
"peak_577",327,50
"peak_578",206,78
"peak_579",688,151
"peak_580",1181,455
"peak_581",1226,479
"peak_582",141,49
"peak_583",79,17
"peak_584",6049,1914
"peak_585",106,31
"peak_586",820,315
"peak_587",168,32
"peak_588",80,15
"peak_589",76,17
"peak_590",217,44
"peak_591",363,67
"peak_592",217,68
"peak_593",947,212
"peak_594",175,73
"peak_595",400,61
"peak_596",8460,2591
"peak_597",1364,514
"peak_598",762,284
"peak_599",8666,2258
"peak_600",246,86
"peak_601",110,36
"peak_602",1854,397
"peak_603",124,27
"peak_604",701,213
"peak_605",78,13
"peak_606",162,33
"peak_607",141,37
"peak_608",235,74
"peak_609",664,119
"peak_610",74,15
"peak_611",79,20
"peak_612",303,65
"peak_613",968,123
"peak_614",521,92
"peak_615",561,194
"peak_616",294,106
"peak_617",800,123
"peak_618",323,111
"peak_619",1280,326
"peak_620",1709,475
"peak_621",2319,485
"peak_622",1326,249
"peak_623",755,195
"peak_624",782,165
"peak_625",996,277
"peak_626",202,50
"peak_627",203,56
"peak_628",275,107
"peak_629",2241,761
"peak_630",1245,463
"peak_631",217,83
"peak_632",700,227
"peak_633",1523,399
"peak_634",559,186
"peak_635",933,268
"peak_636",4114,703
"peak_637",576,226
"peak_638",137,46
"peak_639",5267,2110
"peak_640",2342,724
"peak_641",319,58
"peak_642",163,48
"peak_643",1368,525
"peak_644",5161,1456
"peak_645",618,219
"peak_646",121,34
"peak_647",82,20
"peak_648",352,86
"peak_649",131,36
"peak_650",383,144
"peak_651",217,82
"peak_652",283,104
"peak_653",4058,678
"peak_654",908,122
"peak_655",1476,419
"peak_656",1290,382
"peak_657",370,127
"peak_658",665,241
"peak_659",153,54
"peak_660",61,6
"peak_661",231,68
"peak_662",1441,464
"peak_663",517,158
"peak_664",198,43
"peak_665",576,91
"peak_666",88,13
"peak_667",695,145
"peak_668",542,111
"peak_669",562,129
"peak_670",556,124
"peak_671",1122,221
"peak_672",337,96
"peak_673",2137,415
"peak_674",139,53
"peak_675",126,39
"peak_676",136,19
"peak_677",860,204
"peak_678",1240,263
"peak_679",423,153
"peak_680",1109,372
"peak_681",4106,981
"peak_682",611,192
"peak_683",153,18
"peak_684",180,41
"peak_685",167,37
"peak_686",148,25
"peak_687",183,32
"peak_688",401,118
"peak_689",225,63
"peak_690",236,55
"peak_691",175,54
"peak_692",325,85
"peak_693",1652,360
"peak_694",1163,269
"peak_695",3555,795
"peak_696",224,74
"peak_697",63,9
"peak_698",150,36
"peak_699",349,80
"peak_700",1585,211
"peak_701",294,95
"peak_702",291,53
"peak_703",720,186
"peak_704",4857,1326
"peak_705",160,44
"peak_706",143,36
"peak_707",286,97
"peak_708",1568,286
"peak_709",932,289
"peak_710",98,29
"peak_711",654,154
"peak_712",297,107
"peak_713",882,243
"peak_714",726,206
"peak_715",751,246
"peak_716",337,129
"peak_717",1750,422
"peak_718",417,124
"peak_719",89,22
"peak_720",174,36
"peak_721",57,7
"peak_722",65,10
"peak_723",150,21
"peak_724",386,138
"peak_725",588,226
"peak_726",137,11
"peak_727",1115,248
"peak_728",1303,290
"peak_729",214,60
"peak_730",241,42
"peak_731",477,112
"peak_732",835,278
"peak_733",378,120
"peak_734",594,230
"peak_735",316,97
"peak_736",1281,481
"peak_737",14503,3575
"peak_738",165,60
"peak_739",172,60
"peak_740",98,17
"peak_741",4179,754
"peak_742",1626,485
"peak_743",284,124
"peak_744",222,55
"peak_745",306,49
"peak_746",468,136
"peak_747",265,92
"peak_748",1173,387
"peak_749",1186,271
"peak_750",866,259
"peak_751",141,55
"peak_752",544,146
"peak_753",328,90
"peak_754",154,40
"peak_755",337,82
"peak_756",209,36
"peak_757",136,42
"peak_758",263,61
"peak_759",1392,298
"peak_760",130,25
"peak_761",468,153
"peak_762",1481,268
"peak_763",6910,2208
"peak_764",912,355
"peak_765",195,76
"peak_766",2513,582
"peak_767",752,248
"peak_768",1020,258
"peak_769",375,136
"peak_770",173,65
"peak_771",1427,371
"peak_772",15245,2430
"peak_773",113,24
"peak_774",179,42
"peak_775",157,57
"peak_776",116,33
"peak_777",115,16
"peak_778",225,52
"peak_779",206,44
"peak_780",82,10
"peak_781",132,46
"peak_782",3811,1026
"peak_783",54,8
"peak_784",76,13
"peak_785",205,28
"peak_786",156,30
"peak_787",223,29
"peak_788",1055,365
"peak_789",931,149
"peak_790",1530,460
"peak_791",2381,686
"peak_792",1899,274
"peak_793",294,87
"peak_794",74,15
"peak_795",7936,1846
"peak_796",482,179
"peak_797",334,101
"peak_798",457,144
"peak_799",152,50
"peak_800",149,37
"peak_801",896,160
"peak_802",152,48
"peak_803",120,35
"peak_804",132,35
"peak_805",768,296
"peak_806",445,76
"peak_807",863,229
"peak_808",2387,416
"peak_809",419,158
"peak_810",948,236
"peak_811",119,20
"peak_812",302,104
"peak_813",1246,366
"peak_814",4529,851
"peak_815",5937,2242
"peak_816",217,83
"peak_817",1146,304
"peak_818",139,45
"peak_819",416,156
"peak_820",2916,461
"peak_821",982,208
"peak_822",168,67
"peak_823",290,105
"peak_824",583,123
"peak_825",676,180
"peak_826",84,18
"peak_827",564,133
"peak_828",487,100
"peak_829",340,49
"peak_830",452,64
"peak_831",152,44
"peak_832",32388,8050
"peak_833",2037,443
"peak_834",696,174
"peak_835",977,274
"peak_836",186,73
"peak_837",602,156
"peak_838",75,13
"peak_839",363,90
"peak_840",222,62
"peak_841",210,36
"peak_842",240,91
"peak_843",554,193
"peak_844",490,142
"peak_845",372,119
"peak_846",134,14
"peak_847",91,10
"peak_848",1666,282
"peak_849",2002,734
"peak_850",2275,894
"peak_851",397,135
"peak_852",1145,378
"peak_853",379,143
"peak_854",105,19
"peak_855",274,82
"peak_856",165,56
"peak_857",319,48
"peak_858",761,143
"peak_859",153,57
"peak_860",183,63
"peak_861",129,35
"peak_862",519,107
"peak_863",1383,448
"peak_864",2133,834
"peak_865",1133,330
"peak_866",412,98
"peak_867",250,103
"peak_868",8745,2097
"peak_869",291,52
"peak_870",399,75
"peak_871",156,35
"peak_872",478,90
"peak_873",82,15
"peak_874",733,166
"peak_875",152,36
"peak_876",282,108
"peak_877",1607,578
"peak_878",3179,713
"peak_879",911,233
"peak_880",490,79
"peak_881",200,30
"peak_882",422,83
"peak_883",97,16
"peak_884",357,50
"peak_885",349,79
"peak_886",214,47
"peak_887",250,32
"peak_888",179,50
"peak_889",565,115
"peak_890",227,88
"peak_891",368,141
"peak_892",235,85
"peak_893",174,57
"peak_894",452,155
"peak_895",1308,442
"peak_896",684,167
"peak_897",430,168
"peak_898",130,35
"peak_899",6025,1375
"peak_900",19808,4954
"peak_901",1571,589
"peak_902",158,38
"peak_903",210,24
"peak_904",141,44
"peak_905",476,128
"peak_906",686,228
"peak_907",359,134
"peak_908",516,105
"peak_909",456,72
"peak_910",540,200
"peak_911",462,149
"peak_912",1481,399
"peak_913",938,242
"peak_914",1594,349
"peak_915",466,126
"peak_916",1327,207
"peak_917",197,46
"peak_918",126,17
"peak_919",858,231
"peak_920",28003,6015
"peak_921",1951,271
"peak_922",262,95
"peak_923",289,95
"peak_924",81,19
"peak_925",519,121
"peak_926",534,120
"peak_927",864,210
"peak_928",153,59
"peak_929",937,224
"peak_930",693,232
"peak_931",634,139
"peak_932",225,44
"peak_933",903,113
"peak_934",128,23
"peak_935",426,117
"peak_936",2672,898
"peak_937",148,45
"peak_938",184,70
"peak_939",190,20
"peak_940",565,126
"peak_941",628,206
"peak_942",207,64
"peak_943",317,54
"peak_944",2097,784
"peak_945",3183,1010
"peak_946",2206,488
"peak_947",480,94
"peak_948",447,69
"peak_949",286,47
"peak_950",599,73
"peak_951",214,46
"peak_952",141,32
"peak_953",189,47
"peak_954",165,32
"peak_955",64,13
"peak_956",289,34
"peak_957",201,62
"peak_958",370,141
"peak_959",74,16
"peak_960",126,43
"peak_961",167,39
"peak_962",5479,980
"peak_963",255,81
"peak_964",214,30
"peak_965",296,116
"peak_966",10610,2404
"peak_967",1065,184
"peak_968",854,262
"peak_969",86,7
"peak_970",108,26
"peak_971",240,99
"peak_972",218,42
"peak_973",124,36
"peak_974",369,106
"peak_975",304,123
"peak_976",93,24
"peak_977",119,38
"peak_978",411,131
"peak_979",389,103
"peak_980",145,57
"peak_981",91,19
"peak_982",307,40
"peak_983",302,103
"peak_984",149,61
"peak_985",688,122
"peak_986",1999,385
"peak_987",82,16
"peak_988",474,104
"peak_989",646,150
"peak_990",347,91
"peak_991",345,119
"peak_992",58,7
"peak_993",1745,529
"peak_994",309,99
"peak_995",136,53
"peak_996",160,49
"peak_997",2985,623
"peak_998",215,82
"peak_999",79,14
"peak_1000",74,5
"peak_1001",132,50
"peak_1002",599,122
"peak_1003",547,113
"peak_1004",131,20
"peak_1005",132,24
"peak_1006",282,96
"peak_1007",7898,2256
"peak_1008",1489,351
"peak_1009",699,127
"peak_1010",388,92
"peak_1011",788,160
"peak_1012",210,73
"peak_1013",134,51
"peak_1014",529,204
"peak_1015",214,80
"peak_1016",2425,780
"peak_1017",556,185
"peak_1018",1517,330
"peak_1019",244,71
"peak_1020",118,34
"peak_1021",547,197
"peak_1022",183,63
"peak_1023",99,30
"peak_1024",1508,341
"peak_1025",114,24
"peak_1026",1224,413
"peak_1027",1875,322
"peak_1028",211,67
"peak_1029",153,27
"peak_1030",128,35
"peak_1031",93,25
"peak_1032",163,30
"peak_1033",356,127
"peak_1034",130,36
"peak_1035",203,44
"peak_1036",316,80
"peak_1037",173,30
"peak_1038",81,11
"peak_1039",276,67
"peak_1040",567,103
"peak_1041",105,13
"peak_1042",267,99
"peak_1043",241,96
"peak_1044",350,134
"peak_1045",229,89
"peak_1046",689,236
"peak_1047",2844,893
"peak_1048",6197,1163
"peak_1049",117,31
"peak_1050",439,67
"peak_1051",344,67
"peak_1052",576,88
"peak_1053",115,41
"peak_1054",293,115
"peak_1055",296,106
"peak_1056",123,41
"peak_1057",85,15
"peak_1058",144,54
"peak_1059",765,277
"peak_1060",467,90
"peak_1061",56,8
"peak_1062",424,135
"peak_1063",369,148
"peak_1064",152,57
"peak_1065",683,244
"peak_1066",340,130
"peak_1067",1960,465
"peak_1068",310,125
"peak_1069",104,30
"peak_1070",514,95
"peak_1071",2255,511
"peak_1072",679,273
"peak_1073",713,271
"peak_1074",915,345
"peak_1075",488,183
"peak_1076",3283,558
"peak_1077",3802,713
"peak_1078",633,253
"peak_1079",877,287
"peak_1080",623,197
"peak_1081",269,85
"peak_1082",863,166
"peak_1083",1306,168
"peak_1084",206,66
"peak_1085",435,159
"peak_1086",197,80
"peak_1087",965,164
"peak_1088",132,49
"peak_1089",93,25
"peak_1090",680,222
"peak_1091",444,181
"peak_1092",4153,707
"peak_1093",1274,502
"peak_1094",13942,2187
"peak_1095",5597,1394
"peak_1096",165,43
"peak_1097",78,14
"peak_1098",121,23
"peak_1099",1278,447
"peak_1100",5062,1008
"peak_1101",157,63
"peak_1102",511,99
"peak_1103",149,41
"peak_1104",1981,656
"peak_1105",156,37
"peak_1106",419,94
"peak_1107",1292,276
"peak_1108",2292,691
"peak_1109",1184,277
"peak_1110",10591,2724
"peak_1111",722,234
"peak_1112",154,42
"peak_1113",101,20
"peak_1114",587,136
"peak_1115",87,26
"peak_1116",425,86
"peak_1117",236,61
"peak_1118",310,99
"peak_1119",99,22
"peak_1120",132,33
"peak_1121",1632,519
"peak_1122",293,104
"peak_1123",195,57
"peak_1124",358,129
"peak_1125",516,126
"peak_1126",132,50
"peak_1127",1397,230
"peak_1128",218,65
"peak_1129",191,56
"peak_1130",137,49
"peak_1131",889,296
"peak_1132",1177,442
"peak_1133",689,224
"peak_1134",724,274
"peak_1135",1262,323
"peak_1136",249,77
"peak_1137",1854,276
"peak_1138",875,323
"peak_1139",27651,5841
"peak_1140",189,20
"peak_1141",787,308
"peak_1142",8353,2618
"peak_1143",765,308
"peak_1144",615,218
"peak_1145",1353,447
"peak_1146",18717,5814
"peak_1147",6224,2370
"peak_1148",261,64
"peak_1149",165,30
"peak_1150",1558,321
"peak_1151",442,135
"peak_1152",333,104
"peak_1153",1412,452
"peak_1154",1555,386
"peak_1155",5165,946
"peak_1156",849,284
"peak_1157",334,70
"peak_1158",244,75
"peak_1159",165,20
"peak_1160",123,33
"peak_1161",385,120
"peak_1162",1046,175
"peak_1163",1267,334
"peak_1164",240,68
"peak_1165",178,70
"peak_1166",237,60
"peak_1167",91,19
"peak_1168",192,37
"peak_1169",2433,785
"peak_1170",54,4
"peak_1171",80,12
"peak_1172",311,48
"peak_1173",327,108
"peak_1174",145,50
"peak_1175",951,202
"peak_1176",260,98
"peak_1177",645,216
"peak_1178",629,232
"peak_1179",219,83
"peak_1180",224,78
"peak_1181",1077,264
"peak_1182",1125,231
"peak_1183",301,62
"peak_1184",1180,312
"peak_1185",132,29
"peak_1186",254,96
"peak_1187",260,101
"peak_1188",72,12
"peak_1189",1023,311
"peak_1190",506,178
"peak_1191",426,181
"peak_1192",148,55
"peak_1193",2737,449
"peak_1194",163,63
"peak_1195",1032,402
"peak_1196",1232,349
"peak_1197",545,170
"peak_1198",444,155
"peak_1199",1044,179
"peak_1200",121,39
"peak_1201",721,240
"peak_1202",791,284
"peak_1203",422,107
"peak_1204",1470,215
"peak_1205",617,109
"peak_1206",250,95
"peak_1207",1510,208
"peak_1208",554,222
"peak_1209",201,37
"peak_1210",219,79
"peak_1211",4075,956
"peak_1212",849,332
"peak_1213",1283,509
"peak_1214",8166,1347
"peak_1215",244,66
"peak_1216",356,63
"peak_1217",627,264
"peak_1218",744,278
"peak_1219",1322,359
"peak_1220",612,160
"peak_1221",256,46
"peak_1222",375,144
"peak_1223",172,68
"peak_1224",383,74
"peak_1225",126,45
"peak_1226",126,48
"peak_1227",133,51
"peak_1228",2013,652
"peak_1229",1781,547
"peak_1230",68,11
"peak_1231",412,99
"peak_1232",159,31
"peak_1233",129,30
"peak_1234",3268,914
"peak_1235",2268,720
"peak_1236",159,59
"peak_1237",298,82
"peak_1238",85,19
"peak_1239",68,9
"peak_1240",82,9
"peak_1241",2213,610
"peak_1242",224,91
"peak_1243",290,99
"peak_1244",3223,553
"peak_1245",675,146
"peak_1246",394,97
"peak_1247",416,157
"peak_1248",3666,1062
"peak_1249",375,118
"peak_1250",146,43
"peak_1251",294,115
"peak_1252",663,131
"peak_1253",180,66
"peak_1254",503,174
"peak_1255",674,65
"peak_1256",629,132
"peak_1257",97,25
"peak_1258",119,34
"peak_1259",190,28
"peak_1260",176,35
"peak_1261",542,173
"peak_1262",92,16
"peak_1263",1089,215
"peak_1264",131,35
"peak_1265",105,23
"peak_1266",104,34
"peak_1267",1759,301
"peak_1268",136,28
"peak_1269",212,41
"peak_1270",453,84
"peak_1271",260,92
"peak_1272",973,240
"peak_1273",302,116
"peak_1274",543,169
"peak_1275",817,135
"peak_1276",489,112
"peak_1277",391,123
"peak_1278",1084,324
"peak_1279",178,58
"peak_1280",4613,1163
"peak_1281",783,297
"peak_1282",3731,1443
"peak_1283",3864,1288
"peak_1284",1518,530
"peak_1285",447,71
"peak_1286",1183,307
"peak_1287",792,158
"peak_1288",240,89
"peak_1289",979,328
"peak_1290",249,105
"peak_1291",96,26
"peak_1292",1145,138
"peak_1293",97,16
"peak_1294",807,245
"peak_1295",2380,394
"peak_1296",187,42
"peak_1297",127,12
"peak_1298",203,44
"peak_1299",125,31
"peak_1300",120,23
"peak_1301",153,33
"peak_1302",121,23
"peak_1303",500,112
"peak_1304",187,43
"peak_1305",260,84
"peak_1306",835,326
"peak_1307",625,163
"peak_1308",1287,503
"peak_1309",224,37
"peak_1310",1127,303
"peak_1311",794,275
"peak_1312",610,185
"peak_1313",487,175
"peak_1314",1244,478
"peak_1315",7339,1163
"peak_1316",62,8
"peak_1317",163,28
"peak_1318",2125,594
"peak_1319",302,116
"peak_1320",154,44
"peak_1321",53348,11804
"peak_1322",45928,16890
"peak_1323",60428,23429
